movieId,imdbId,tmdbId,source
280,113870,8438,both
281,110684,11593,both
282,110638,1945,both
283,113967,39310,both
284,117169,109560,full
285,106402,56428,both
286,113948,63105,full
287,110671,131957,both
288,110632,241,both
289,110737,9058,both
290,110729,527,both
291,114151,18220,both
292,114069,6950,both
293,110413,101,both
294,114113,63020,both
295,114210,2307,both
296,110912,680,both
297,114084,41478,full
298,105652,25296,full
299,110889,40156,both
300,110932,11450,both
301,114129,30304,both
302,110963,10452,both
303,114214,12106,both
304,114296,161495,both
305,110907,3586,both
306,111495,110,both
307,108394,108,both
308,111507,109,both
309,110769,159185,both
310,114268,36357,full
311,110965,92769,full
312,114571,28033,both
313,111333,22586,both
314,111112,14334,both
315,111255,2636,both
316,111282,2164,both
317,111070,11395,both
318,111161,278,both
319,111149,9905,both
320,108260,87078,both
321,106966,12527,both
322,114594,20306,both
324,111309,36614,both
325,113936,27993,both
326,110081,31439,both
327,114614,9067,both
328,114608,9059,both
329,111280,193,both
330,114609,25066,both
331,111454,46797,both
332,114852,12122,both
333,114694,11381,both
334,111590,32636,both
335,114788,36141,both
336,114888,95963,both
337,108550,1587,both
338,114857,9271,both
339,114924,2064,both
340,111667,19855,both
341,109655,60855,both
342,110598,236,both
343,112435,48287,both
344,109040,3049,both
345,109045,2759,both
346,106339,12635,both
347,104779,10497,both
348,109348,11382,both
349,109444,9331,both
350,109446,10731,both
351,109484,10464,both
352,109504,34152,both
353,109506,9495,both
354,109450,29973,both
355,109813,888,both
356,109830,13,both
357,109831,712,both
358,113305,16295,both
359,110091,48992,full
360,110093,10879,both
361,110167,10660,both
362,110213,10714,both
363,107472,41647,both
364,110357,8587,both
365,107426,1689,both
366,111686,11596,both
367,110475,854,both
368,110478,9359,both
369,110588,23333,both
370,110622,36593,both
371,110771,12280,both
372,110950,2788,both
373,105226,10427,both
374,110989,11011,both
375,111054,49803,both
376,110997,8987,both
377,111257,1637,both
378,111256,15128,both
379,111438,8831,both
380,111503,36955,both
381,111693,10449,both
382,111742,10395,both
383,111756,12160,both
384,112443,40480,both
385,110455,52038,full
386,111048,29444,full
387,110399,26352,both
388,112570,39953,both
389,109454,41580,both
390,59170,315,both
391,110186,22067,both
392,108069,18242,both
393,111301,11667,both
394,112702,32502,full
395,112849,267188,full
396,113014,28732,full
397,113043,75555,full
398,113104,42981,full
399,113173,278939,full
400,113319,291731,full
401,113827,226229,both
402,114047,203119,full
403,112889,172923,full
404,109339,316098,full
405,110027,8011,both
406,109785,171857,full
407,113409,2654,both
408,109021,18069,both
409,109035,19092,both
410,106220,2758,both
411,111804,38129,full
412,106226,10436,both
413,109068,13595,both
414,109067,46094,both
415,106292,9409,both
416,109198,11853,both
417,109219,16771,both
418,106379,46924,both
419,106400,11041,both
420,109254,306,both
421,109279,14522,both
422,109297,26203,both
423,109303,178,both
424,109305,19819,both
425,109306,57834,both
426,106452,4722,both
427,106471,18215,both
428,106489,1607,both
429,109361,26391,both
430,106505,117553,full
431,106519,6075,both
432,109439,11310,both
433,109443,18658,both
434,106582,9350,both
435,106598,9612,both
436,109456,2124,both
437,109480,26261,both
438,109493,19176,both
439,106660,49299,both
440,106673,11566,both
441,106677,9571,both
442,106697,9739,both
443,109729,24257,both
444,106834,34444,both
445,106873,26141,both
446,106332,10997,both
447,109783,50463,both
448,106881,10443,both
449,106880,20239,both
450,111732,16297,both
451,106926,18551,both
452,111712,25440,both
453,106941,9024,both
454,106918,37233,both
455,106965,1634,both
456,109842,13815,both
457,106977,5503,both
458,107004,35588,both
459,109890,2087,both
460,109891,41579,both
461,109913,18620,both
462,109920,41006,full
463,107057,4916,both
464,107076,2019,both
465,107096,31642,both
466,107144,9255,both
467,113674,26271,both
468,112966,10612,both
469,107151,2259,both
470,110064,16097,both
471,110074,11934,both
472,110097,106143,both
473,110123,12475,both
474,107206,9386,both
475,107207,7984,both
476,110137,59930,both
477,108551,15765,both
478,110197,31643,full
479,107286,6,both
480,107290,329,both
481,107302,10909,both
482,110265,507,both
483,107322,34024,both
484,110305,29918,both
485,107362,9593,both
486,107413,42580,both
487,110353,22317,both
488,107468,1413,both
489,107478,12121,both
490,107497,2246,both
491,107501,10502,both
492,107507,10440,both
493,107554,9516,both
494,116253,2320,both
495,74102,5879,both
496,111689,83718,both
497,107616,11971,both
498,107611,2625,both
499,107613,31911,both
500,107614,788,both
501,107653,21450,both
502,110657,11231,both
503,110649,41588,full
504,110678,10447,both
505,110687,31586,both
506,107756,9300,both
507,107808,9559,both
508,107818,9800,both
509,107822,713,both
510,107840,8291,both
511,107889,18133,both
512,111003,25557,both
513,110939,22588,both
514,110955,10872,both
515,107943,1245,both
516,110971,11858,both
517,107969,7007,both
518,111001,10467,both
519,107978,5550,both
520,107977,8005,both
521,107983,2088,both
522,105275,10412,both
523,108000,47889,both
524,108002,14534,both
525,108026,56583,full
526,105032,41878,both
527,108052,424,both
528,111094,35233,both
529,108065,14291,both
530,111102,103413,full
531,108071,11236,both
532,111127,11592,both
533,111143,8850,both
534,108101,10445,both
535,108122,695,both
536,111194,43535,both
537,111201,12519,both
538,108149,23210,both
539,108160,858,both
540,108162,867,both
541,83658,78,both
542,108186,13203,both
543,108174,10442,both
544,108238,11074,both
545,89256,33367,full
546,108255,9607,both
547,111323,17585,both
548,111400,9057,both
549,108328,20967,both
550,111418,10635,both
551,107688,9479,both
552,108333,10057,both
553,108358,11969,both
554,111488,41590,both
555,108399,319,both
556,108515,26408,both
558,110763,15139,both
559,107779,161158,both
560,109226,218473,full
561,110259,85247,both
562,114906,11446,both
563,107002,51980,both
564,109403,24405,both
565,104029,11655,both
566,110623,11800,full
567,107315,8223,both
568,106408,14587,both
569,110363,31504,both
570,107349,41653,full
571,111709,53185,both
572,109828,95743,full
573,107225,23637,both
574,111252,17600,both
575,110366,10897,both
576,106878,349394,full
577,109120,21352,both
579,108059,68806,full
580,110892,37345,both
581,112651,32562,both
582,107642,47507,both
583,109382,25403,full
584,106678,124304,full
585,112572,9066,both
586,99785,771,both
587,99653,251,both
588,103639,812,both
589,103064,280,both
590,99348,581,both
591,114706,80350,full
592,96895,268,both
593,102926,274,both
594,29583,408,both
595,101414,10020,both
596,32910,10895,both
597,100405,114,both
598,110719,41043,full
599,65214,576,both
600,110395,15477,both
601,111752,59146,full
602,109934,124472,full
603,112606,30528,both
604,115978,,full
605,117247,7300,both
606,112625,10824,both
607,106537,261246,full
608,116282,275,both
609,116552,25059,both
610,82509,11827,both
611,116514,8766,both
612,117283,23570,both
613,116684,47333,both
614,110374,54850,both
615,70506,51242,both
616,65421,10112,both
617,113083,4307,both
618,118001,46029,full
619,116165,32308,both
620,102855,88893,both
621,107471,52873,both
623,113839,123505,full
624,112712,340210,full
625,90665,44281,full
626,117891,28121,both
627,113613,12520,both
628,117381,1592,both
629,114305,166901,full
630,115837,36447,both
631,115509,19042,both
632,114671,38884,both
633,112844,47449,both
634,114658,36259,full
635,116275,41852,both
636,113122,40926,full
637,117608,9099,both
638,113448,2021,both
639,116414,61752,both
640,116095,10988,both
641,111543,11479,full
642,117517,398959,full
643,117312,287305,full
644,116485,339428,full
645,113947,12652,full
647,115956,10684,both
648,117060,954,both
649,109028,68445,full
650,117071,18989,both
651,117788,10801,both
652,112257,54285,full
653,116136,8840,both
654,118026,278978,full
655,117117,124625,full
656,116168,11107,both
657,111787,16417,full
658,112509,70934,full
659,54189,10363,both
660,115591,161070,full
661,116683,10539,both
662,116287,10543,both
663,116768,18414,both
664,116269,47502,both
665,114787,11902,both
666,113720,27098,full
667,112536,25087,both
668,48473,5801,both
670,52572,896,both
671,117128,3065,both
672,114616,318177,full
673,117705,2300,both
674,62711,8069,both
675,110061,288173,full
676,140614,187851,full
678,108181,27768,both
679,114307,221917,both
680,58898,8072,both
681,82206,35797,both
682,111430,88030,full
683,107727,185191,full
684,81759,83857,full
685,113443,33245,both
687,109491,124460,both
688,114048,27281,both
690,111613,105045,both
691,117104,40001,both
692,117688,29621,both
693,109751,117730,full
694,117774,20762,both
695,114736,37144,both
696,112604,48260,both
697,116289,12656,both
698,109593,38867,both
699,103095,277270,full
700,112368,25969,both
701,104046,44103,full
702,62952,753,both
703,115742,43634,both
704,117420,9103,both
705,115951,90214,both
706,117784,29649,full
707,117107,10990,both
708,117979,8866,both
709,95776,12233,both
710,115851,23449,both
711,116322,36355,both
712,109374,37667,full
713,110712,90148,full
714,112817,922,both
715,113362,11876,both
716,73778,52633,full
717,112546,62364,full
718,108500,11687,both
719,117108,9304,both
720,118114,,both
721,114103,,both
722,113270,73183,both
723,92123,131232,full
724,115963,9100,both
725,116448,20759,both
726,116827,46063,both
727,114894,365371,full
728,112701,32513,both
729,113429,40651,full
730,125877,,full
731,116508,36915,both
732,117260,40507,full
733,117500,9802,both
734,116405,25697,full
735,109592,21588,both
736,117998,664,both
737,115624,11867,both
738,113145,47119,full
739,116559,314352,full
741,113568,9323,both
742,117894,10280,both
743,117723,10535,both
744,112586,124613,full
745,112691,532,both
746,40366,26744,both
747,117768,16299,both
748,115571,10547,both
749,31612,245268,full
750,57012,935,both
751,103926,55613,full
752,105737,215107,full
753,113849,41007,both
754,113188,35645,both
755,42644,110465,both
756,109381,255546,both
757,109688,40751,both
758,104606,275096,full
759,110480,85778,both
760,108211,11101,both
761,117331,9826,both
762,117765,9879,both
763,116833,63564,full
764,113280,22621,both
765,116669,7095,both
766,116594,26890,both
767,113211,46732,both
768,114494,124633,full
769,116992,,both
770,38426,,full
771,94265,202425,full
772,105201,196940,full
773,70820,77771,full
774,84898,181083,full
775,63715,41225,both
776,109191,188589,full
777,114122,87190,full
778,117951,627,both
779,118523,32872,both
780,116629,602,both
781,117737,14553,both
782,116277,9566,both
783,116583,10545,both
784,115798,9894,both
785,116778,11543,both
786,116213,9268,both
787,113147,52059,both
788,117218,9327,both
789,100990,123763,full
790,111546,81949,full
791,113610,,full
792,93199,42005,full
793,106810,124306,both
794,111180,183955,full
795,111237,44535,full
796,72362,44495,full
797,103207,78285,full
798,116040,11228,both
799,116365,10779,both
800,116905,26748,both
801,116493,38223,both
802,117333,9294,both
803,118113,49963,both
804,117628,11363,both
805,117913,1645,both
806,115530,31546,both
807,114266,77056,full
808,115493,36344,both
809,116320,18550,both
810,116756,11511,both
812,109356,172198,full
813,116823,34170,both
814,112568,281085,full
815,114170,109478,full
816,117999,124645,both
818,118073,12606,both
819,108220,69895,full
820,49521,35206,both
821,112746,,full
822,104403,151489,full
823,61495,4837,full
824,110246,12632,both
825,116164,9098,full
826,112865,282919,full
827,112716,124614,full
828,115472,18975,both
829,116707,11962,both
830,116313,2925,both
831,114550,28628,both
832,117438,3595,both
833,116531,9308,both
834,117332,92381,both
835,116353,18555,both
836,115857,12123,both
837,117008,10830,both
838,116191,3573,both
839,115986,10546,both
840,116571,18862,both
841,53459,31417,both
842,117826,9431,both
843,113695,124619,full
844,108227,297645,both
845,111424,48144,both
846,113080,46986,both
847,115680,144982,full
848,117718,47907,both
849,116225,10061,both
850,112767,36266,both
851,115632,549,both
852,117918,10478,both
853,104109,66634,full
854,51980,116690,both
855,100840,213917,full
856,107575,145925,full
857,42054,100914,full
858,68646,238,both
859,116536,,full
860,109255,159,full
861,104558,11134,both
862,116985,88224,full
864,114936,132641,both
865,114474,42758,both
866,115736,9303,both
867,115836,23945,both
868,101692,37820,full
869,116745,22479,both
870,119214,9054,both
871,116934,241058,full
872,109066,11985,both
873,75169,10232,full
874,113542,59569,full
875,110693,410921,both
876,106544,38955,both
877,116418,110513,full
878,112607,114089,full
879,120004,11015,both
880,116654,9306,both
881,116311,12559,both
882,117965,58770,both
884,114592,124851,full
885,115725,3587,both
886,115783,10723,both
887,120271,56077,full
888,113596,19004,both
889,109001,101230,both
890,94822,253632,full
891,113253,10987,both
892,117991,44705,both
893,117093,20318,both
894,24252,43596,full
895,105729,79782,full
896,111019,26933,both
897,35896,27854,both
898,32904,981,both
899,45152,872,both
900,43278,2769,both
901,50419,13320,both
902,54698,164,both
903,52357,426,both
904,47396,567,both
905,25316,3078,both
906,36855,13528,both
907,25164,28288,both
908,53125,213,both
909,53604,284,both
910,53291,239,both
911,56923,4808,both
912,34583,289,both
913,33870,963,both
914,58385,11113,both
915,47437,6620,both
916,46250,804,both
917,31580,26531,both
918,37059,909,both
919,32138,630,both
920,31381,770,both
921,84370,31044,both
922,43014,599,both
923,33467,15,both
924,62622,62,both
925,39428,121357,full
926,42192,705,both
927,32143,22490,both
928,32976,223,both
929,32484,25670,both
930,38787,303,both
931,38109,4174,both
932,50105,8356,both
933,48728,381,both
934,42451,20758,both
935,45537,29376,both
936,31725,1859,both
937,50658,18299,both
938,51658,17281,both
939,52126,64382,both
940,29843,10907,both
941,32762,32093,both
942,37008,1939,both
943,39420,22292,both
944,29162,3598,both
945,27125,3080,both
946,35446,198,both
947,28010,13562,both
948,49261,1712,both
949,48028,220,both
950,25878,3529,both
951,32599,3085,both
952,48960,2897,both
953,38650,1585,both
954,31679,3083,both
955,29947,900,both
956,34012,43795,both
957,17350,85638,both
958,36094,50001,full
959,25586,43905,full
960,38300,22688,both
961,27893,23114,both
962,32022,26378,both
963,41509,40206,both
964,39152,22356,both
965,26029,260,both
966,38235,43488,both
967,36241,22613,full
968,63350,10331,both
969,43265,488,both
970,46414,22733,both
971,51459,261,both
972,47162,57575,both
973,33891,32574,both
974,29855,22657,full
975,29588,76464,full
976,22879,22649,both
977,27980,176841,full
979,114007,125587,full
980,93229,39448,both
981,118927,52855,both
982,48491,39940,both
983,113730,172868,full
984,117357,85328,both
985,117669,124632,full
986,116329,11076,both
987,118742,63945,both
988,116442,58985,both
989,114354,890,full
990,117011,10861,both
991,117039,1770,both
992,117473,44465,both
993,116635,2033,full
994,115678,18203,both
996,116830,9333,both
997,115847,47260,both
998,117603,9400,both
999,115438,9401,both
1000,115994,12241,full
1001,83587,25739,full
1002,116167,161806,full
1003,116259,11306,both
1004,116421,9625,both
1005,116000,10680,both
1006,115862,6346,both
1007,72653,18660,both
1008,47977,35115,both
1009,72951,14821,both
1010,64603,14136,both
1011,71607,10869,both
1012,50798,22660,both
1013,55277,19186,both
1014,54195,31102,both
1015,107131,6878,both
1016,53271,15944,both
1017,54357,18444,both
1018,59793,20723,both
1019,46672,173,both
1020,106611,864,both
1021,109127,24795,both
1022,42332,11224,both
1023,63819,81310,both
1024,38166,15947,both
1025,57546,9078,both
1026,41890,29682,both
1027,102798,8367,both
1028,58331,433,both
1029,33563,11360,both
1030,76538,11114,both
1031,66817,12335,both
1032,43274,12092,both
1033,82406,10948,both
1034,116361,11229,both
1035,59742,15121,both
1036,95016,562,both
1037,104692,10163,both
1038,118044,48862,full
1039,114597,117036,full
1040,117582,47199,both
1041,117589,11159,both
1042,117887,9591,both
1043,117924,30500,both
1044,117791,41843,both
1045,116928,55058,full
1046,115640,10938,both
1047,116908,11412,both
1049,116409,10586,both
1050,116913,42314,both
1051,117958,27845,both
1052,117400,108365,full
1053,117202,23223,both
1054,116404,49471,both
1055,120107,38153,both
1056,116722,25147,both
1057,116242,9716,both
1058,115600,43777,full
1059,117509,454,both
1060,117802,10218,both
1061,117665,819,both
1062,117781,38191,full
1063,116714,56830,both
1064,115491,11238,both
1065,43140,27256,full
1066,29546,31530,both
1067,28757,66473,both
1068,39286,28120,both
1069,37101,1834,both
1070,44863,26282,full
1071,109823,37218,full
1073,67992,252,both
1075,111622,116356,full
1076,55018,16372,both
1077,70707,11561,both
1078,66808,11302,both
1079,95159,623,both
1080,79470,583,both
1081,84865,12614,both
1082,68334,21711,both
1083,59243,11575,both
1084,61418,475,both
1085,52027,11331,both
1086,46912,521,both
1087,113731,21202,both
1088,92890,88,both
1089,105236,500,both
1090,91763,792,both
1091,98627,8491,both
1092,103772,402,both
1093,101761,10537,both
1094,104036,11386,both
1095,104348,9504,both
1096,84707,15764,both
1097,83866,601,both
1098,117577,67365,full
1099,29992,25842,both
1100,99371,2119,both
1101,92099,744,both
1102,115531,136311,full
1103,48545,221,both
1104,44081,702,both
1105,115885,25750,both
1106,116859,17642,full
1107,102336,,full
1109,115870,427043,full
1110,115684,146341,full
1111,117040,9305,both
1112,117284,37616,both
1113,115580,11112,both
1114,116378,21612,both
1115,114472,141210,full
1116,113057,102461,full
1117,116581,36998,full
1118,114622,200383,full
1119,112907,116844,full
1120,117318,1630,both
1121,116422,26626,full
1122,114147,,full
1123,117320,124837,both
1124,82846,11816,both
1125,72081,11843,both
1126,101775,10379,both
1127,96754,2756,both
1128,80749,790,both
1129,82340,1103,both
1130,82533,11298,both
1131,91288,4480,both
1132,91480,4481,both
1133,111357,,both
1134,107274,49688,full
1135,81375,10765,both
1136,71853,762,both
1137,116587,44497,both
1138,112777,85588,full
1139,116245,278621,full
1140,116212,99479,full
1141,113328,,full
1142,116403,,full
1143,117968,55049,full
1144,116886,124829,full
1145,117677,79306,both
1146,112759,356054,full
1147,118147,10548,both
1148,108598,531,both
1149,110173,104931,full
1150,84589,4483,both
1151,109781,18919,both
1152,40427,31556,both
1153,40723,26167,both
1154,39881,26174,both
1155,92281,,full
1156,34493,61461,full
1157,39004,117500,full
1158,26465,218713,full
1159,26656,217802,full
1160,25799,127973,full
1161,78875,659,both
1162,69198,30892,both
1163,110521,86369,both
1164,60304,8074,both
1165,115715,124676,both
1166,113031,,full
1167,116059,38554,both
1168,115610,49763,both
1169,99028,41326,both
1170,112483,36555,full
1171,103850,10608,both
1172,95765,11216,both
1173,97108,7452,both
1174,109942,64567,both
1175,101700,892,both
1176,101765,1600,both
1177,101811,26561,both
1178,50825,975,both
1179,99703,18129,both
1180,102014,54405,both
1181,120121,150823,both
1183,116209,409,both
1184,102426,38251,both
1185,97937,10161,both
1186,98724,1412,both
1187,105107,41768,both
1188,105488,10409,both
1189,96257,14285,both
1190,101026,2469,both
1191,102370,10174,both
1192,100332,31225,both
1193,73486,510,both
1194,78446,11455,both
1196,80684,1891,both
1197,93779,2493,both
1198,82971,85,both
1199,88846,68,both
1200,90605,679,both
1201,60196,429,both
1202,94336,13446,both
1203,50083,389,both
1204,56172,947,both
1206,66921,185,both
1207,56592,595,both
1208,78788,28,both
1209,64116,335,both
1210,86190,1892,both
1211,93191,144,both
1212,41959,1092,both
1213,99685,769,both
1214,78748,348,both
1215,106308,766,both
1216,95250,175,both
1217,89881,11645,both
1218,97202,10835,both
1219,54215,539,both
1220,80455,525,both
1221,71562,240,both
1222,93058,600,both
1223,104361,530,both
1224,97499,10705,both
1225,86879,279,both
1226,45061,3109,both
1227,87843,311,both
1228,81398,1578,both
1230,75686,703,both
1231,86197,9549,both
1232,79944,1398,both
1233,82096,387,both
1234,70735,9277,both
1235,67185,343,both
1236,103130,37291,both
1237,50976,490,both
1238,85859,11235,both
1240,88247,218,both
1241,103873,763,both
1242,97441,9665,both
1243,100519,18971,both
1244,79522,696,both
1245,100150,379,both
1246,97165,207,both
1247,61722,37247,both
1248,52311,1480,both
1249,100263,9322,both
1250,50212,826,both
1251,56801,422,both
1252,71315,829,both
1253,43456,828,both
1254,40897,3090,both
1255,92610,9964,both
1256,23969,3063,both
1257,88794,13667,both
1258,81505,694,both
1259,92005,235,both
1260,22100,832,both
1261,92991,765,both
1262,57115,5925,both
1263,77416,11778,both
1264,82269,4485,both
1265,107048,137,both
1266,105695,33,both
1267,56218,982,both
1268,100436,8428,both
1269,36613,212,both
1270,88763,105,both
1271,101921,1633,both
1272,66206,11202,both
1273,90967,1554,both
1274,94625,149,both
1275,91203,8009,both
1276,61512,903,both
1277,99334,11673,both
1278,72431,3034,both
1279,102536,339,both
1280,101640,10404,both
1281,32553,914,both
1282,32455,756,both
1283,44706,288,both
1284,38355,910,both
1285,97493,2640,both
1286,81534,16633,both
1287,52618,665,both
1288,88258,11031,both
1289,85809,11314,both
1290,94006,15143,both
1291,97576,89,both
1292,78841,10322,both
1293,83987,783,both
1295,96332,10644,both
1296,91867,11257,both
1297,89886,14370,both
1298,84503,12104,both
1299,87553,625,both
1300,89606,8816,both
1301,49223,830,both
1302,97351,2323,both
1303,73341,983,both
1304,64115,642,both
1305,87884,655,both
1306,101458,10341,both
1307,98635,639,both
1308,113369,266022,full
1309,114089,168450,full
1310,116589,30180,both
1311,117550,31388,both
1312,116293,41801,both
1313,116953,66034,full
1314,115754,348138,full
1315,114093,96288,full
1316,115548,,full
1317,116601,61536,both
1318,112537,18762,full
1319,107314,331367,full
1320,103644,8077,both
1321,82010,814,both
1322,103678,41671,both
1323,85159,27214,both
1324,115535,52263,both
1325,106262,33519,both
1326,83550,16235,both
1327,78767,11449,both
1328,99030,41848,both
1329,71233,25944,both
1330,90655,24913,both
1331,75704,49126,both
1332,92632,32076,both
1333,56869,571,both
1334,51418,8851,both
1335,82083,37843,both
1336,101492,32146,both
1337,37549,30346,both
1339,103874,6114,both
1340,26138,229,both
1341,74258,13549,both
1342,103919,9529,both
1343,101540,1598,both
1344,55824,11349,both
1345,74285,7340,both
1346,83722,6217,both
1347,87800,377,both
1348,13442,653,both
1349,91651,28198,both
1350,75005,794,both
1351,115710,31640,both
1352,115495,8744,both
1353,117057,25189,both
1354,115751,145,both
1355,119791,2212,both
1356,117731,199,both
1357,117631,7863,both
1358,117666,12498,both
1359,116705,9279,both
1360,84116,53234,full
1361,117293,17204,both
1363,117372,21539,both
1364,113557,85589,full
1365,117477,12709,both
1366,115988,20539,both
1367,115433,11674,both
1368,42354,199512,full
1369,110171,64900,both
1370,99423,1573,both
1371,79945,152,both
1372,102975,174,both
1373,98382,172,both
1374,84726,154,both
1375,88170,157,both
1376,92007,168,both
1377,103776,364,both
1378,96487,11967,both
1379,100994,9086,both
1380,77631,621,both
1381,84021,9037,both
1382,100114,10173,both
1383,115471,55687,full
1384,117773,168535,both
1385,105690,8845,both
1386,52287,46681,full
1387,73195,578,both
1388,77766,579,both
1389,85750,17692,both
1390,117119,17795,both
1391,116996,75,both
1392,115906,13891,both
1393,116695,9390,both
1394,93822,378,both
1395,94155,10896,both
1396,105435,2322,both
1397,115633,41240,both
1398,116621,26949,both
1399,116999,9819,both
1400,117691,49799,full
1401,116410,31908,both
1404,119783,46027,both
1405,115641,3179,both
1406,112769,1802,both
1407,117571,4232,both
1408,104691,9361,both
1409,117038,2928,both
1410,116240,30285,both
1411,116477,10549,both
1412,117690,58102,full
1413,118163,18451,both
