taxi1,taxi2,proximity_count,min_distance_m,avg_distance_m,min_time_diff_s,avg_time_diff_s
20000285,20000516,36,0.7535836403371404,3.141859384331478,0,1.6111111111111112
20000189,20000502,36,0.7536463196130955,3.043880381103974,1,3.138888888888889
20000199,20000648,36,1.0007543396446292,3.263797335430133,1,2.5277777777777777
20000157,20000201,35,0.7536733130389142,2.5555181623235868,5,5.0
20000207,20000686,35,1.0007543396446292,3.606070840268985,0,0.0
20000332,20000678,35,1.0007543396446292,3.625789406543953,0,2.3714285714285714
20000027,20000495,35,1.0007543396446292,3.864851590341049,3,4.4
20000303,20000311,35,1.0007543396446292,3.088207866603433,4,4.0
20000334,20000561,34,0.0,2.700502449016536,0,3.411764705882353
20000386,20000542,34,0.0,3.30438227208656,1,3.411764705882353
20000276,20000577,34,0.7525143540308603,3.314364803379404,2,2.764705882352941
20000199,20000678,34,0.7529534691706413,3.2759753438048334,1,2.323529411764706
20000285,20000364,34,0.753516092005215,3.078007025686208,0,2.764705882352941
20000454,20000524,34,0.7535781581615498,2.520716420962729,3,3.0588235294117645
20000173,20000388,34,0.753862334933716,3.078082042379453,1,4.882352941176471
20000386,20000460,34,1.0007543396446292,2.8717363738690214,0,2.6470588235294117
20000199,20000273,34,1.0007543396446292,3.280668555788807,0,2.4705882352941178
20000129,20000395,34,1.0007543396446292,3.44901160264908,0,2.9411764705882355
20000123,20000256,34,1.0007543404347168,3.4938886071190436,2,2.0
20000140,20000281,34,1.252735604519609,3.272266106434984,1,3.176470588235294
20000328,20000500,34,1.5070965277402228,3.643126206018765,1,3.176470588235294
20000140,20000327,33,0.0,2.761106210647675,0,3.515151515151515
20000372,20000616,33,0.0,3.170675450810743,1,3.0606060606060606
20000008,20000338,33,0.0,2.9627363847861523,2,2.090909090909091
20000351,20000671,33,0.0,3.0608083681799383,3,3.9696969696969697
20000009,20000626,33,0.7532694170910853,3.105792352151251,2,4.212121212121212
20000123,20000577,33,0.7534932293390209,2.8237763211952926,0,0.15151515151515152
20000500,20000525,33,0.7535692622960051,2.8819096284893897,0,2.1818181818181817
20000562,20000680,33,0.7535836403371404,3.290601472462885,2,4.121212121212121
20000338,20000604,33,0.7536659699763826,2.764663195155961,4,4.757575757575758
20000140,20000561,33,1.0007543404347168,3.1817289776657267,0,2.9696969696969697
20000041,20000678,33,1.0007543404347168,3.3947898990906618,1,2.878787878787879
20000540,20000904,33,1.2527614266981222,3.499683917827492,0,2.9393939393939394
20000041,20000140,33,1.8091757858036295,3.5225622112893213,1,3.1515151515151514
20000502,20000668,33,2.1382965638333,3.729871482883458,3,4.818181818181818
20000386,20000576,32,0.0,3.060093693336162,0,2.53125
20000157,20000488,32,0.0,3.039821446641505,1,2.71875
20000364,20000534,32,0.7532095948934547,3.3847693362357054,0,2.8125
20000140,20000345,32,0.753347031793959,2.6880696036664653,1,3.09375
20000383,20000565,32,0.7534099437727122,3.3726723141121617,2,2.09375
20000005,20000197,32,0.7535105057362207,3.3114163090121265,1,2.375
20000215,20000305,32,0.753901310383654,3.328371837894938,0,1.15625
20000360,20000540,32,1.0007543396446292,3.2927324358387713,0,2.21875
20000361,20000364,32,1.0007543396446292,3.338034747984565,1,3.78125
20000388,20000610,32,1.0007543396446292,3.3647913046260354,2,3.21875
20000140,20000460,32,1.2527497290625036,3.61040223135532,0,2.6875
20000160,20000542,31,0.0,3.297658304424406,0,1.7419354838709677
20000345,20000393,31,0.0,3.072157862832979,0,3.3548387096774195
20000285,20000662,31,0.7531859955022961,3.0270070577630213,1,1.6451612903225807
20000561,20000658,31,0.7532545138717454,3.0318677621657937,0,3.193548387096774
20000160,20000678,31,0.7535587113838408,3.4526694457806077,0,2.6451612903225805
20000140,20000500,31,1.0007543396446292,3.6693050374797784,0,2.5483870967741935
20000496,20000540,31,1.0007543396446292,3.5807871217927087,1,1.1612903225806452
20000235,20000360,31,1.0007543396446292,2.9957233447767515,1,3.6451612903225805
20000502,20000634,31,1.0007543404347168,3.1933087670576867,0,2.774193548387097
20000310,20000386,31,1.252748671287588,3.5168387048336425,1,2.6451612903225805
20000140,20000328,31,1.2527711330929379,3.415957139565756,0,2.3548387096774195
20000140,20000648,31,1.252896681430858,3.12769235439803,0,2.5483870967741935
20000435,20000624,30,0.0,3.019757690789475,0,3.933333333333333
20000006,20000231,30,0.0,2.7100829290272115,1,1.9666666666666666
20000008,20000509,30,0.0,3.2007208549665216,2,2.2666666666666666
20000199,20000334,30,0.7534168760868649,3.0246753139413083,0,2.9
20000334,20000658,30,0.7534570197875791,3.3917014557695238,0,3.033333333333333
20000042,20000179,30,0.7535004710057569,3.59732979360582,0,2.966666666666667
20000497,20000529,30,0.7535204368436175,3.103972339508251,1,3.2333333333333334
20000456,20000671,30,0.753561918202811,3.399718216289583,0,1.5666666666666667
20000005,20000482,30,0.7535694693234363,3.168254293887552,1,1.9
20000186,20000600,30,0.7536469401658458,2.757855820883361,2,2.0
20000235,20000320,30,1.0007543396446292,3.47412613628173,0,3.3333333333333335
20000434,20000578,30,1.0007543396446292,3.2790112684885058,2,2.0
20000514,20000516,30,1.2527658443694805,3.2023937006577383,1,4.1
20000093,20000327,29,0.0,2.6643192487211254,0,2.8275862068965516
20000015,20000195,29,0.0,3.4416146936805587,0,3.6551724137931036
20000160,20000332,29,0.0,2.942180050432349,0,3.8275862068965516
20000273,20000678,29,0.0,3.1545537779543826,1,2.586206896551724
20000364,20000588,29,0.0,3.2061071887117993,1,2.3793103448275863
20000529,20000574,29,0.0,3.056830557886998,1,2.310344827586207
20000022,20000525,29,0.0,3.2703270562098616,1,2.8275862068965516
20000307,20000602,29,0.0,2.785394177202055,1,1.0
20000100,20000603,29,0.7532579292268842,3.303174107659928,3,3.0
20000434,20000617,29,0.7536806558589494,3.1057406592053174,0,2.9655172413793105
20000109,20000500,29,1.0007543396446292,3.40526489541469,0,3.5172413793103448
20000109,20000542,29,1.0007543396446292,3.490719392585509,0,3.6206896551724137
20000561,20000623,29,1.0007543396446292,3.2002140686853084,1,2.586206896551724
20000140,20000671,29,1.0007543396446292,3.3533078273969137,1,3.0344827586206895
20000012,20000381,29,1.25268887311046,3.1267758832302106,2,2.0
20000364,20000429,29,1.2527594362566765,3.191591396845641,1,3.413793103448276
20000120,20000129,28,0.0,3.5362725555020624,0,2.75
20000310,20000658,28,0.0,3.01492784916569,0,1.8571428571428572
20000346,20000612,28,0.0,3.324535240605665,3,3.0
20000189,20000432,28,0.7525122814534575,3.332945867045615,1,3.892857142857143
20000140,20000576,28,0.7535730895398592,2.95940128966716,0,2.75
20000560,20000678,28,0.753573400004548,2.948316874959057,1,3.2857142857142856
20000589,20000674,28,0.7535737101715994,3.3537061675075264,0,3.357142857142857
20000041,20000177,28,0.7535885016966456,3.3257149740279823,0,3.5357142857142856
20000436,20000497,28,0.753608671494046,3.3410177634481286,1,2.642857142857143
20000310,20000588,28,0.7536091886552274,3.1406484344079866,0,1.9642857142857142
20000351,20000514,28,0.7536609024257435,3.443912787112106,1,2.1785714285714284
20000093,20000542,28,1.0007543396446292,2.734011052172985,0,3.607142857142857
20000361,20000465,28,1.0007543396446292,3.560820505114241,2,3.9285714285714284
20000344,20000525,28,1.0007543396446292,3.2997820133214013,2,2.0
20000093,20000571,28,1.0007543404347168,3.368489660118764,2,4.142857142857143
20000327,20000674,28,1.2527487341408465,3.2764323337493946,0,3.0357142857142856
20000199,20000281,28,1.8089934380798438,3.384135140239457,1,4.035714285714286
20000561,20000674,27,0.0,2.824660596134095,0,3.4074074074074074
20000351,20000588,27,0.0,2.873127761639819,1,2.037037037037037
20000066,20000618,27,0.0,3.301186295712495,2,4.111111111111111
20000123,20000432,27,0.0,3.5851576702933903,4,4.0
20000310,20000320,27,0.0,2.53187239611863,5,5.0
20000320,20000391,27,0.7531784393527056,3.4719189608023378,1,1.037037037037037
20000334,20000684,27,0.7532029706004852,3.0112244953888965,0,3.4074074074074074
20000146,20000426,27,0.7533588283133961,2.6270117552124725,1,1.0740740740740742
20000060,20000337,27,0.753464986117017,3.2225671360163353,1,3.8518518518518516
20000007,20000026,27,0.7535256093762505,2.996861495193269,2,2.0
20000281,20000571,27,0.7535693657353629,3.3102837610337623,0,3.074074074074074
20000177,20000386,27,0.7535731931272642,3.251678204147558,0,2.5555555555555554
20000177,20000674,27,0.7535759859643212,2.7437831602698504,1,2.185185185185185
20000108,20000680,27,0.7535791925383004,2.9072199310211455,1,2.814814814814815
20000381,20000541,27,0.7622257316958054,3.064642071052549,2,2.111111111111111
20000136,20000330,27,1.0007543396446292,2.9595896392556766,0,1.9259259259259258
20000199,20000327,27,1.0007543396446292,3.4416027308820074,0,2.4074074074074074
20000589,20000623,27,1.0007543396446292,3.606253320664184,0,2.4074074074074074
20000140,20000386,27,1.0007543396446292,3.021760873273111,1,2.6296296296296298
20000386,20000671,27,1.0007543396446292,3.2111978363173197,1,3.5555555555555554
20000361,20000588,27,1.0007543396446292,3.0874954427736983,1,2.111111111111111
20000589,20000671,27,1.0007543396446292,2.536668236855934,1,3.0
20000093,20000576,27,1.0007543404347168,3.16448306451291,0,2.814814814814815
20000542,20000561,27,1.2521340738397806,3.3274040223464287,2,2.925925925925926
20000386,20000500,27,1.2527489201759525,3.3788463362746457,0,3.074074074074074
20000136,20000542,27,1.2527510357233465,3.137878683209585,2,2.074074074074074
20000199,20000674,27,1.507147420640667,3.544340855593716,0,2.037037037037037
20000281,20000576,27,1.8091364918487522,3.4311175821004194,1,3.740740740740741
20000334,20000500,26,0.0,3.311414119893478,0,1.6538461538461537
20000015,20000678,26,0.0,2.8200902191418176,0,3.6538461538461537
20000387,20000610,26,0.0,3.5210617771014077,0,2.1538461538461537
20000648,20000658,26,0.0,2.9721725068144895,1,2.5384615384615383
20000041,20000671,26,0.0,3.272435110581545,1,3.0384615384615383
20000140,20000594,26,0.0,3.0842230618652056,1,2.8461538461538463
20000157,20000502,26,0.0,3.0966313364446956,4,4.230769230769231
20000618,20000684,26,0.7533999072894351,3.6009317231931424,1,4.846153846153846
20000351,20000624,26,0.7535165059494854,3.5939800910757267,2,3.1923076923076925
20000334,20000671,26,0.7535420570994241,2.56424174726721,0,2.3846153846153846
20000015,20000140,26,0.7535500224008317,3.295189388153446,0,4.0
20000085,20000678,26,0.753569055565968,3.1694061829945563,1,2.1538461538461537
20000140,20000542,26,0.7535720553008733,3.132311609609964,0,3.3461538461538463
20000256,20000649,26,0.7535729862499059,3.0875247810139563,0,2.1153846153846154
20000031,20000129,26,0.7536092920874079,3.285969787917905,1,2.6153846153846154
20000144,20000364,26,0.7536499394947015,2.988231681499296,1,2.9615384615384617
20000312,20000668,26,1.0007543396446292,3.541072450562599,0,1.6923076923076923
20000207,20000616,26,1.0007543396446292,2.9754615550142374,1,4.0
20000160,20000561,26,1.0007543396446292,3.3635984121096545,1,2.423076923076923
20000171,20000542,26,1.0007543404347168,3.60123298565344,0,1.8846153846153846
20000393,20000460,26,1.252747426844389,3.2765811797427506,0,2.6923076923076925
20000432,20000653,26,1.505023940983885,3.437978500910504,0,0.5
20000320,20000495,26,1.8093579350734226,3.704153613528457,2,4.769230769230769
20000010,20000387,26,1.8110153569121845,3.861085051570434,1,2.8461538461538463
20000542,20000623,25,0.0,2.9068500934874404,0,2.28
20000005,20000674,25,0.0,3.0441163853073054,0,1.92
20000460,20000623,25,0.0,3.038760218642855,1,3.0
20000273,20000482,25,0.0,2.9176144265620105,1,2.52
20000179,20000672,25,0.0,2.783907175107298,1,2.44
20000268,20000571,25,0.0,2.917328714378018,1,2.76
20000041,20000576,25,0.0,3.0430598110766316,1,3.56
20000199,20000285,25,0.0,3.1050918283339097,1,4.08
20000249,20000436,25,0.0,3.3015805278300796,1,3.52
20000101,20000695,25,0.0,2.5617726925761635,1,1.0
20000383,20000664,25,0.0,3.0207536825280683,2,2.12
20000085,20000620,25,0.0,3.05070405249278,2,2.0
20000281,20000500,25,0.0,3.3079925753808572,3,4.16
20000285,20000624,25,0.0,2.965746595168476,3,3.8
20000230,20000626,25,0.7532086632081925,2.941967355803324,2,2.4
20000192,20000554,25,0.7533810754777136,3.660816480032104,4,4.0
20000023,20000235,25,0.7533918365883809,3.0745691543461744,2,2.0
20000307,20000480,25,0.7535455743421481,2.9242460633944294,2,3.92
20000085,20000332,25,0.7535633663706102,2.6489770423041676,0,3.08
20000160,20000334,25,0.7535706071549404,3.3172605844837517,0,3.56
20000460,20000576,25,0.7535742275129398,3.0164158242808146,0,2.84
20000041,20000332,25,0.753576192840601,3.220595352276932,0,3.08
20000320,20000436,25,0.753613015633521,3.529793734071453,3,3.88
20000015,20000188,25,0.7536564552241879,3.36173414805264,0,1.08
20000041,20000334,25,1.0007543396446292,3.4663012404232116,0,3.36
20000109,20000678,25,1.0007543396446292,3.4397753454434388,1,3.44
20000327,20000332,25,1.0007543396446292,3.0696641102048727,1,2.72
20000004,20000423,25,1.0007543396446292,3.099345910262501,2,3.56
20000273,20000561,25,1.0007543404347168,3.3708200861826634,1,3.2
20000215,20000502,25,1.2527413912623366,3.0206432905360243,1,2.8
20000500,20000674,25,1.2527499156390236,3.3253282594714735,1,2.68
20000140,20000541,25,1.2527499157284931,3.5443130634118627,1,3.6
20000304,20000675,25,1.2527677109824917,3.4536799742358784,2,2.84
20000334,20000678,25,1.8091013329296404,3.5855069781069244,0,3.16
20000633,20000678,25,1.8091652730682102,3.798645404227599,1,3.36
20000473,20000662,25,2.1386133644302636,3.763749174063625,3,3.44
20000367,20000486,24,0.0,3.0201404372824285,0,3.5
20000361,20000904,24,0.0,3.2785110511203293,0,2.875
20000250,20000506,24,0.0,3.419992438522073,1,3.875
20000109,20000327,24,0.0,3.0524906864304975,1,2.7083333333333335
20000648,20000684,24,0.0,3.281272816913184,1,3.6666666666666665
20000177,20000658,24,0.0,2.8041224244627476,1,2.7083333333333335
20000008,20000472,24,0.0,2.95677870245678,2,2.5
20000341,20000360,24,0.0,3.504033475367992,2,3.5
20000273,20000367,24,0.7534124269993145,2.996578654347902,0,3.125
20000031,20000671,24,0.7535434020219244,3.3498977162212906,1,2.25
20000008,20000426,24,0.753562021643489,3.051071539408294,1,3.3333333333333335
20000036,20000451,24,0.7535627457277139,3.1513379305356364,5,5.0
20000008,20000561,24,0.7535702966887462,3.3709989409822927,0,1.7916666666666667
20000345,20000658,24,0.7535725724949663,2.7582293591472116,0,3.5
20000288,20000674,24,0.7535751583097225,3.00052743319821,2,2.625
20000320,20000446,24,0.7535754687732963,3.0122331060915677,1,2.375
20000333,20000540,24,0.7535981211557369,3.0429587032842207,0,2.3333333333333335
20000600,20000612,24,0.7536467333150033,2.9592455891184564,1,2.3333333333333335
20000013,20000116,24,1.0007543396446292,3.335095171022722,0,0.125
20000303,20000625,24,1.0007543396446292,3.1974704565467955,1,2.8333333333333335
20000430,20000476,24,1.0007543396446292,3.3212796954421733,2,2.0
20000083,20000495,24,1.0007543396446292,3.456194678879522,2,4.708333333333333
20000050,20000067,24,1.0007543396446292,3.2705024519633654,4,4.0
20000604,20000608,24,1.0007543396446292,2.879874100761327,5,5.0
20000144,20000600,24,1.2527669649690565,3.463035648803149,1,1.5833333333333333
20000085,20000384,24,1.2527696398105133,2.9616818308687347,1,3.125
20000163,20000668,24,1.5071509375465908,3.542684224830017,2,2.6666666666666665
20000167,20000372,24,1.809038251562498,3.7417444804678692,1,2.2083333333333335
20000352,20000658,23,0.0,2.9209969115473102,0,3.0434782608695654
20000332,20000658,23,0.0,2.2716723103288237,0,2.260869565217391
20000426,20000648,23,0.0,2.9050110985194206,1,3.8260869565217392
20000263,20000345,23,0.0,3.173723475058796,1,3.0434782608695654
20000460,20000542,23,0.0,3.6787397672256987,1,3.130434782608696
20000036,20000157,23,0.0,3.030415124595861,1,2.4347826086956523
20000021,20000450,23,0.0,2.856182080423772,2,3.869565217391304
20000119,20000332,23,0.0,2.6455645910054493,3,3.0
20000245,20000557,23,0.753124715379503,2.771414153873374,1,1.0
20000281,20000332,23,0.7532870105247287,3.3664458846604886,0,2.869565217391304
20000263,20000327,23,0.7533053281265683,3.4477626186747288,1,2.652173913043478
20000086,20000324,23,0.7533899741028456,2.985562375522156,0,0.2608695652173913
20000370,20000678,23,0.7534163587528695,2.949018981667313,1,4.043478260869565
20000105,20000598,23,0.7534939535097939,3.1524622689255306,0,2.8260869565217392
20000140,20000361,23,0.7535367814181323,2.2979310717497894,2,3.0
20000136,20000674,23,0.7535487810855876,3.0726933447963156,2,2.4347826086956523
20000113,20000589,23,0.7535506430574498,2.7466406155442664,1,1.1304347826086956
20000041,20000281,23,0.753569055565968,3.6136544274050273,1,2.869565217391304
20000005,20000273,23,0.7535730896885943,3.0296769803794947,1,3.0434782608695654
20000160,20000651,23,0.7535732964171805,2.924096752109302,1,1.565217391304348
20000623,20000658,23,0.7535788822254704,2.926082273102316,0,2.3043478260869565
20000136,20000658,23,0.7535891224605008,3.4014853295407668,0,3.0434782608695654
20000562,20000624,23,0.7536199455024044,2.778346250663298,1,1.3478260869565217
20000013,20000188,23,0.7536423894301312,2.753877735879203,4,4.0
20000026,20000480,23,0.7536587305409073,2.920431618043499,1,1.0
20000109,20000393,23,0.7536624537670341,3.2763404207521143,1,2.739130434782609
20000281,20000386,23,1.0007543396446292,3.067679576339272,0,3.5217391304347827
20000239,20000249,23,1.0007543396446292,3.585640991321674,0,2.652173913043478
20000332,20000386,23,1.0007543396446292,3.272392819522831,0,3.9130434782608696
20000015,20000482,23,1.0007543396446292,2.89467660359557,2,3.9130434782608696
20000084,20000276,23,1.2521335133334177,3.2102441813730964,1,3.130434782608696
20000160,20000541,23,1.2525796548352905,3.2130153204026537,1,3.260869565217391
20000042,20000153,23,1.2526606841356642,2.7343431140421153,1,2.217391304347826
20000360,20000669,23,1.2526861979490906,3.5174194215787664,1,3.4347826086956523
20000658,20000678,23,1.252734857839516,3.4835459247941936,0,2.0869565217391304
20000426,20000678,23,1.2527423246032938,2.887410415368508,1,3.739130434782609
20000199,20000455,23,1.2527523423816607,2.9244294285346517,1,1.8695652173913044
20000314,20000332,23,1.2527573823257538,3.7025173206933144,2,2.782608695652174
20000108,20000351,23,1.2527694537811263,2.9740525027624014,0,3.0
20000054,20000229,23,1.8088663990112137,3.8516514086929226,1,2.391304347826087
20000435,20000506,22,0.0,3.0791430588251703,0,2.590909090909091
20000364,20000562,22,0.0,3.153244789966188,0,1.7272727272727273
20000541,20000561,22,0.0,3.1681518499417702,1,3.0454545454545454
20000345,20000500,22,0.0,2.79594881764724,1,2.409090909090909
20000340,20000389,22,0.0,3.1894973807864613,3,3.0
20000594,20000603,22,0.0,2.867688290653577,4,4.0
20000192,20000285,22,0.7532054547192695,3.5342285980800265,0,2.8636363636363638
20000007,20000625,22,0.7532205660625714,3.3550382543079333,2,2.0
20000004,20000179,22,0.7534350859474116,2.85773741432874,0,1.6818181818181819
20000303,20000549,22,0.7534941605642812,2.340369840659281,2,2.1363636363636362
20000571,20000589,22,0.7535284024442338,3.3905733615206306,0,2.727272727272727
20000167,20000488,22,0.7535288162309305,3.0659813759865027,1,2.9545454545454546
20000136,20000334,22,0.7535693658840972,3.4423300231236684,2,3.3636363636363638
20000093,20000561,22,0.7535725724949663,3.250192932269948,1,3.5
20000281,20000678,22,0.7535726759337291,2.8504020686954954,0,3.3636363636363638
20000482,20000500,22,0.7535746412666894,2.9999673330598458,1,2.8636363636363638
20000360,20000904,22,0.7536094989517128,3.18397978686213,0,0.6363636363636364
20000397,20000548,22,0.7536339084175087,2.791805909926512,3,3.090909090909091
20000008,20000545,22,0.7538007131792162,2.9015943633620545,2,2.0
20000036,20000279,22,0.7538360741213858,3.136871955726764,2,2.272727272727273
20000140,20000393,22,1.0007543396446292,2.955663028511148,0,1.9545454545454546
20000177,20000281,22,1.0007543396446292,2.9030121588612117,0,1.7272727272727273
20000192,20000604,22,1.0007543396446292,3.2754712421646373,1,1.2272727272727273
20000460,20000671,22,1.0007543396446292,3.2840528253621244,1,2.5454545454545454
20000273,20000658,22,1.0007543396446292,3.446035222047226,1,3.1818181818181817
20000386,20000472,22,1.0007543396446292,3.441467436630262,1,3.0
20000154,20000543,22,1.0007543396446292,2.849356215371292,1,1.7272727272727273
20000285,20000625,22,1.0007543396446292,3.6695493137360815,2,3.4545454545454546
20000108,20000231,22,1.0007543404347168,2.754405955750187,1,2.3181818181818183
20000140,20000574,22,1.252123424050921,3.160120748819895,0,3.0
20000173,20000680,22,1.2525878702456452,2.875586499028778,2,2.9545454545454546
20000140,20000367,22,1.2527413289500937,3.6058645834542555,0,3.5
20000140,20000684,22,1.252747302399943,3.5081604688443204,1,3.090909090909091
20000393,20000678,22,1.2527491067526966,3.501572928288119,1,4.0
20000157,20000594,22,1.2527514090545515,2.9502774307680566,0,3.1818181818181817
20000140,20000546,22,1.2527595600677324,3.6681214025238917,1,3.1818181818181817
20000626,20000648,22,1.2527622977905377,3.3875697261065825,2,4.045454545454546
20000041,20000109,22,1.5065504253668243,3.4558591604993465,0,1.8636363636363635
20000370,20000571,22,1.507118457328583,3.816843847618772,0,3.1363636363636362
20000031,20000670,22,1.8091975002305352,3.570122069167495,1,3.090909090909091
20000012,20000161,22,2.259890526292963,3.9277783894501095,5,5.0
20000525,20000648,21,0.0,2.781539167596616,0,2.9523809523809526
20000344,20000435,21,0.0,2.5134377620743527,0,2.9523809523809526
20000215,20000618,21,0.0,3.5708189984049663,0,4.285714285714286
20000545,20000625,21,0.0,2.773382165818664,1,1.0
