taxi_id_1,taxi_id_2,trip_id_1,trip_id_2,distance_m,time_diff_s
20000353,20000464,1373022118620000353,1373022042620000464,1.25,1
20000030,20000472,1373026537620000030,1373026512620000472,3.76,5
20000324,20000633,1373030107620000324,1373030112620000633,4.07,5
20000285,20000480,1373030005620000285,1373030003620000480,2.47,2
20000180,20000547,1373034130620000180,1373034177620000547,1.81,2
20000311,20000450,1373043009620000311,1373042993620000450,3.36,1
20000031,20000651,1373050593620000031,1373050594620000651,4.94,1
20000045,20000235,1373050189620000045,1373050193620000235,4.94,4
20000359,20000640,1373048619620000359,1373048690620000640,4.27,4
20000161,20000243,1373050306620000161,1373050303620000243,2.0,3
20000093,20000136,1373052004620000093,1373052047620000136,1.81,2
20000083,20000518,1373055388620000083,1373055299620000518,2.26,1
20000012,20000675,1373058133620000012,1373058132620000675,3.62,1
20000108,20000351,1373058248620000108,1373058326620000351,3.18,3
20000158,20000509,1373060175620000158,1373060174620000509,3.1,1
20000010,20000334,1373063953620000010,1373064047620000334,4.25,4
20000157,20000517,1373065115620000157,1373065133620000517,3.36,3
20000431,20000665,1373066030620000431,1373066064620000665,3.62,4
20000005,20000465,1373066817620000005,1373066862620000465,4.94,0
20000310,20000678,1373065746620000310,1373065760620000678,1.81,1
20000010,20000333,1373071065620000010,1373071111620000333,3.36,1
20000014,20000514,1373069005620000014,1373069007620000514,4.82,2
20000160,20000207,1373071854620000160,1373072029620000207,3.02,5
20000112,20000472,1373071434620000112,1373071407620000472,2.51,3
20000173,20000678,1373070324620000173,1373070344620000678,4.94,5
20000308,20000353,1373072202620000308,1373072185620000353,4.28,2
20000109,20000624,1373075397620000109,1373075397620000624,4.07,0
20000280,20000492,1373075814620000280,1373075841620000492,4.82,3
20000192,20000276,1373078840620000192,1373078840620000276,2.47,0
20000618,20000649,1373076359620000618,1373076444620000649,4.07,5
20000285,20000688,1373079483620000285,1373079413620000688,4.6,5
20000372,20000472,1373081118620000372,1373081325620000472,2.51,3
20000472,20000684,1373080264620000472,1373080283620000684,3.36,4
20000142,20000572,1373082900620000142,1373082797620000572,4.6,2
20000067,20000453,1373081105620000067,1373081124620000453,3.18,4
20000273,20000520,1373080689620000273,1373080687620000520,4.25,2
20000310,20000601,1373079921620000310,1373079902620000601,3.76,4
20000010,20000525,1373089769620000010,1373089720620000525,3.77,4
20000129,20000226,1373088923620000129,1373088845620000226,2.14,3
20000118,20000612,1373094047620000118,1373094030620000612,2.51,2
20000166,20000388,1373093330620000166,1373093370620000388,3.0,5
20000040,20000364,1373100727620000040,1373100754620000364,1.51,3
20000260,20000620,1373098706620000260,1373098754620000620,2.51,3
20000184,20000524,1373107030620000184,1373107001620000524,4.63,1
20000281,20000359,1373112205620000281,1373112187620000359,1.81,3
20000235,20000344,1373117889620000235,1373117833620000344,1.25,4
20000344,20000605,1373117833620000344,1373117831620000605,4.6,2
20000273,20000525,1373119450620000273,1373119345620000525,3.62,0
20000517,20000678,1373135443620000517,1373135440620000678,3.62,3
20000051,20000267,1373134789620000051,1373134583620000267,4.94,4
20000154,20000549,1373135716620000154,1373135744620000549,4.6,2
20000392,20000549,1373139725620000392,1373139759620000549,1.81,4
20000108,20000480,1373137860620000108,1373137877620000480,2.0,2
20000129,20000131,1373138846620000129,1373138875620000131,3.76,1
20000129,20000333,1373138846620000129,1373138849620000333,4.6,3
20000131,20000333,1373138875620000131,1373138849620000333,4.28,4
20000541,20000561,1373140333620000541,1373140337620000561,4.07,4
20000158,20000251,1373141090620000158,1373141057620000251,4.25,3
20000900,20000903,1373142324620000900,1373142359620000903,4.07,5
20000560,20000625,1373143342620000560,1373143322620000625,2.14,5
20000360,20000588,1373143417620000360,1373143382620000588,2.14,5
20000154,20000561,1373149261620000154,1373149276620000561,4.6,0
20000304,20000310,1373151359620000304,1373151537620000310,3.01,2
20000108,20000321,1373148504620000108,1373148545620000321,4.25,4
20000325,20000450,1373153516620000325,1373153542620000450,4.52,4
20000310,20000520,1373154725620000310,1373154730620000520,3.1,5
20000344,20000601,1373152532620000344,1373152579620000601,3.18,2
20000483,20000520,1373154735620000483,1373154730620000520,2.51,5
20000611,20000640,1373155115620000611,1373155145620000640,1.81,0
20000431,20000618,1373152301620000431,1373152284620000618,2.14,2
20000192,20000542,1373158738620000192,1373158743620000542,2.0,5
20000589,20000653,1373157887620000589,1373157883620000653,3.36,4
20000195,20000688,1373157374620000195,1373157670620000688,1.0,4
20000395,20000398,1373156347620000395,1373156345620000398,4.82,2
20000327,20000367,1373155272620000327,1373155285620000367,4.07,2
20000279,20000687,1373162367620000279,1373162426620000687,4.94,1
20000421,20000621,1373168831620000421,1373168816620000621,4.07,0
20000612,20000662,1373166445620000612,1373166374620000662,3.17,4
20000073,20000235,1373169918620000073,1373169859620000235,0.75,1
20000486,20000658,1373169991620000486,1373169988620000658,3.62,3
20000242,20000621,1373171181620000242,1373171363620000621,4.82,2
20000011,20000465,1373173647620000011,1373173643620000465,4.6,4
20000005,20000577,1373175840620000005,1373175871620000577,4.0,1
20000080,20000272,1373186881620000080,1373186944620000272,4.63,3
20000186,20000560,1373184845620000186,1373184497620000560,0.75,3
20000540,20000686,1373190314620000540,1373190289620000686,3.76,5
20000215,20000518,1373191851620000215,1373192000620000518,4.28,1
20000252,20000483,1373193343620000252,1373193458620000483,3.76,5
20000192,20000604,1373194454620000192,1373194471620000604,4.07,2
20000391,20000588,1373212357620000391,1373212361620000588,3.62,4
20000008,20000233,1373234265620000008,1373234276620000233,3.76,4
20000022,20000381,1373232556620000022,1373232604620000381,3.62,3
20000344,20000561,1373232336620000344,1373232351620000561,1.25,0
20000012,20000345,1373265279620000012,1373265299620000345,4.26,5
20000268,20000633,1373264921620000268,1373265067620000633,2.51,4
20000507,20000549,1373263548620000507,1373263520620000549,4.52,2
20000180,20000562,1373266857620000180,1373267566620000562,3.61,4
20000345,20000678,1373270071620000345,1373270041620000678,4.6,0
20000012,20000557,1373280236620000012,1373280507620000557,4.82,1
20000395,20000675,1373290904620000395,1373290899620000675,4.94,5
20000140,20000156,1373291423620000140,1373291352620000156,4.94,4
20000041,20000268,1373299964620000041,1373300040620000268,3.36,1
20000083,20000604,1373303765620000083,1373303768620000604,4.63,3
20000163,20000239,1373306183620000163,1373306186620000239,2.14,3
20000387,20000516,1373308218620000387,1373308432620000516,4.82,4
20000157,20000230,1373308430620000157,1373308434620000230,1.25,4
20000157,20000343,1373317232620000157,1373317221620000343,4.25,4
20000577,20000601,1373326837620000577,1373326840620000601,4.52,3
20000108,20000310,1373333106620000108,1373333104620000310,2.0,2
20000305,20000617,1373340008620000305,1373340009620000617,1.25,1
20000271,20000429,1373354228620000271,1373354212620000429,3.62,1
20000271,20000562,1373354228620000271,1373354217620000562,4.63,4
20000429,20000562,1373354212620000429,1373354217620000562,2.0,5
20000154,20000320,1373354960620000154,1373355020620000320,2.51,0
20000364,20000540,1373356727620000364,1373356727620000540,2.0,0
20000006,20000421,1373360315620000006,1373360345620000421,1.25,0
20000370,20000671,1373360199620000370,1373360217620000671,4.27,3
20000328,20000451,1373362604620000328,1373362615620000451,3.76,4
20000560,20000634,1373365028620000560,1373365324620000634,4.52,4
20000392,20000488,1373371795620000392,1373371784620000488,3.0,4
20000190,20000353,1373379362620000190,1373378838620000353,1.81,1
20000174,20000285,1373382871620000174,1373382867620000285,0.75,4
20000325,20000633,1373386119620000325,1373386107620000633,4.28,3
20000039,20000044,1373391859620000039,1373391888620000044,3.18,1
20000328,20000387,1373394829620000328,1373394813620000387,3.18,1
20000157,20000281,1373396727620000157,1373396636620000281,3.77,1
20000476,20000672,1373404247620000476,1373404243620000672,4.82,4
20000344,20000665,1373407200620000344,1373407260620000665,2.51,0
20000430,20000529,1373411052620000430,1373410990620000529,1.51,2
20000484,20000572,1373435881620000484,1373435824620000572,2.0,3
20000468,20000617,1373442865620000468,1373442794620000617,2.0,4
20000021,20000561,1373446285620000021,1373446195620000561,3.62,0
20000235,20000547,1373445160620000235,1373444664620000547,1.81,1
20000007,20000109,1373449358620000007,1373449346620000109,4.94,3
20000189,20000529,1373449649620000189,1373445465620000529,3.01,1
20000186,20000574,1373449208620000186,1373449706620000574,2.47,3
20000158,20000198,1373450900620000158,1373453389620000198,3.62,1
20000257,20000337,1373453900620000257,1373453780620000337,4.27,0
20000386,20000589,1373457629620000386,1373457596620000589,4.07,3
20000022,20000607,1373457467620000022,1373457345620000607,4.07,2
20000395,20000455,1373466677620000395,1373466493620000455,1.51,4
20000009,20000037,1373470950620000009,1373472055620000037,4.25,5
20000060,20000321,1373474842620000060,1373474964620000321,1.25,2
20000060,20000454,1373474842620000060,1373474919620000454,4.6,2
20000454,20000617,1373474919620000454,1373474902620000617,3.9,2
20000577,20000668,1373481964620000577,1373481964620000668,0.0,0
20000085,20000142,1373481375620000085,1373481437620000142,0.75,2
20000364,20000680,1373480372620000364,1373480372620000680,4.27,0
20000472,20000517,1373490222620000472,1373490492620000517,4.07,0
20000235,20000664,1373497640620000235,1373497650620000664,3.76,5
20000003,20000560,1373501353620000003,1373501353620000560,1.25,0
20000235,20000560,1373506364620000235,1373506363620000560,4.63,1
20000664,20000674,1373504926620000664,1373504922620000674,3.0,4
20000305,20000398,1373512729620000305,1373512761620000398,4.0,2
20000517,20000648,1373525565620000517,1373525580620000648,0.0,0
20000073,20000574,1373531213620000073,1373530929620000574,1.25,1
20000031,20000620,1373535983620000031,1373536193620000620,3.77,0
20000075,20000499,1373536253620000075,1373536324620000499,4.63,4
20000144,20000364,1373534238620000144,1373534242620000364,3.0,4
20000040,20000408,1373537481620000040,1373537410620000408,3.76,4
20000245,20000361,1373537967620000245,1373537971620000361,3.02,4
20000095,20000572,1373541715620000095,1373541642620000572,4.07,2
20000197,20000324,1373547116620000197,1373547479620000324,4.94,3
20000215,20000345,1373548661620000215,1373548621620000345,4.25,5
20000089,20000100,1373569167620000089,1373569192620000100,2.51,5
20000105,20000395,1373577310620000105,1373577305620000395,1.81,5
20000233,20000395,1373577304620000233,1373577305620000395,4.82,1
20000430,20000672,1373579519620000430,1373579517620000672,3.36,2
20000392,20000589,1373580186620000392,1373580158620000589,1.51,2
20000136,20000380,1373582591620000136,1373582726620000380,2.51,0
20000005,20000255,1373584839620000005,1373584855620000255,3.9,1
20000395,20000598,1373585102620000395,1373585062620000598,3.18,5
20000380,20000598,1373585441620000380,1373585062620000598,4.95,4
20000006,20000388,1373590118620000006,1373590115620000388,3.1,3
20000190,20000233,1373593589620000190,1373593570620000233,4.28,4
20000562,20000663,1373610951620000562,1373610931620000663,1.0,5
20000065,20000597,1373615650620000065,1373615919620000597,4.82,1
20000307,20000435,1373619431620000307,1373619399620000435,4.27,2
20000392,20000464,1373620810620000392,1373620987620000464,4.27,3
20000128,20000468,1373623023620000128,1373622967620000468,4.94,4
20000235,20000662,1373626666620000235,1373626666620000662,3.1,0
20000319,20000682,1373626827620000319,1373626750620000682,4.27,2
20000410,20000616,1373625772620000410,1373625737620000616,4.25,5
20000540,20000588,1373633403620000540,1373633528620000588,3.76,5
20000268,20000651,1373636500620000268,1373636495620000651,4.6,5
20000309,20000463,1373649229620000309,1373649224620000463,4.25,5
20000005,20000678,1373654766620000005,1373654782620000678,4.0,1
20000239,20000598,1373652603620000239,1373652587620000598,4.63,1
20000351,20000624,1373653030620000351,1373652792620000624,3.76,2
20000430,20000588,1373659226620000430,1373659126620000588,4.28,5
20000053,20000068,1373661276620000053,1373661263620000068,4.07,2
20000372,20000616,1373659810620000372,1373659813620000616,1.51,3
20000217,20000517,1373666326620000217,1373666345620000517,3.76,4
20000005,20000268,1373669603620000005,1373669755620000268,1.81,2
20000472,20000503,1373668154620000472,1373668339620000503,4.52,5
20000351,20000453,1373666518620000351,1373666559620000453,3.36,4
20000254,20000561,1373669648620000254,1373669660620000561,4.25,3
20000388,20000610,1373667718620000388,1373667850620000610,2.26,3
20000042,20000153,1373669684620000042,1373669460620000153,3.77,1
20000483,20000674,1373667054620000483,1373667104620000674,4.63,5
20000192,20000589,1373667388620000192,1373667386620000589,4.94,2
20000320,20000561,1373667506620000320,1373667493620000561,4.95,2
20000015,20000625,1373673846620000015,1373673842620000625,3.76,4
20000254,20000450,1373675907620000254,1373675919620000450,3.1,3
20000160,20000328,1373679117620000160,1373679098620000328,2.47,4
20000303,20000492,1373677065620000303,1373677265620000492,2.0,5
20000467,20000603,1373679977620000467,1373680006620000603,4.27,1
20000023,20000678,1373681102620000023,1373681158620000678,4.28,4
20000005,20000458,1373686021620000005,1373686053620000458,4.28,2
20000260,20000389,1373685899620000260,1373685804620000389,1.51,5
20000215,20000305,1373685954620000215,1373685835620000305,2.0,1
20000041,20000667,1373690321620000041,1373690325620000667,1.81,4
20000109,20000421,1373691579620000109,1373691566620000421,3.1,2
20000109,20000667,1373691579620000109,1373691595620000667,4.63,1
20000421,20000667,1373691566620000421,1373691595620000667,4.6,1
20000154,20000389,1373688101620000154,1373688098620000389,1.51,3
20000109,20000520,1373694282620000109,1373694145620000520,4.6,2
20000440,20000454,1373705210620000440,1373705221620000454,1.25,4
20000146,20000260,1373706680620000146,1373706684620000260,3.77,4
20000189,20000596,1373709380620000189,1373709438620000596,4.82,2
20000361,20000607,1373710724620000361,1373710726620000607,3.0,2
20000027,20000190,1373712377620000027,1373712391620000190,3.18,1
20000190,20000224,1373712391620000190,1373712371620000224,3.9,5
20000190,20000344,1373712391620000190,1373712378620000344,3.9,2
20000094,20000605,1373710010620000094,1373709933620000605,3.02,2
20000495,20000658,1373710585620000495,1373710575620000658,1.0,5
20000626,20000676,1373713090620000626,1373713088620000676,4.63,2
20000100,20000480,1373722180620000100,1373722346620000480,3.02,1
20000483,20000606,1373726034620000483,1373726036620000606,4.27,2
20000144,20000695,1373728457620000144,1373728483620000695,3.02,4
20000051,20000671,1373734292620000051,1373734266620000671,3.36,4
20000026,20000525,1373736301620000026,1373736276620000525,4.0,5
20000076,20000453,1373738033620000076,1373738029620000453,0.75,4
20000138,20000600,1373735549620000138,1373735470620000600,3.02,4
20000108,20000142,1373741422620000108,1373741378620000142,1.25,1
20000574,20000610,1373743738620000574,1373743752620000610,3.1,1
20000173,20000674,1373743955620000173,1373743864620000674,1.51,1
20000360,20000506,1373745276620000360,1373745247620000506,4.07,1
20000554,20000572,1373743099620000554,1373743099620000572,3.62,0
20000158,20000421,1373748621620000158,1373748624620000421,3.76,3
20000297,20000624,1373746905620000297,1373746894620000624,4.6,4
20000389,20000524,1373749952620000389,1373749941620000524,3.02,4
20000179,20000672,1373755450620000179,1373755477620000672,3.02,3
20000304,20000359,1373754879620000304,1373754814620000359,4.63,5
20000051,20000297,1373759610620000051,1373759614620000297,3.77,4
20000364,20000601,1373759598620000364,1373759580620000601,2.0,3
20000195,20000451,1373761877620000195,1373761865620000451,4.07,3
20000057,20000334,1373770787620000057,1373770708620000334,2.0,4
20000005,20000618,1373767653620000005,1373767641620000618,3.9,3
20000012,20000136,1373768259620000012,1373768023620000136,2.14,4
20000540,20000626,1373767768620000540,1373767771620000626,3.1,3
20000067,20000463,1373768605620000067,1373768618620000463,3.62,2
20000010,20000678,1373773551620000010,1373773531620000678,2.14,5
20000345,20000451,1373771799620000345,1373771794620000451,3.02,5
20000041,20000269,1373771494620000041,1373771526620000269,4.6,2
20000192,20000554,1373775038620000192,1373775019620000554,4.25,4
20000148,20000600,1373776144620000148,1373776143620000600,4.82,1
20000249,20000320,1373784569620000249,1373784566620000320,3.1,3
20000364,20000561,1373802669620000364,1373802760620000561,4.6,1
20000327,20000486,1373803520620000327,1373803583620000486,3.1,3
20000161,20000621,1373805906620000161,1373805767620000621,4.28,4
20000435,20000648,1373803966620000435,1373803911620000648,4.6,5
20000233,20000373,1373807225620000233,1373807085620000373,3.76,5
20000465,20000675,1373809253620000465,1373809228620000675,3.01,5
20000239,20000561,1373817520620000239,1373817510620000561,3.77,5
20000047,20000482,1373818095620000047,1373818082620000482,1.51,2
20000250,20000307,1373828472620000250,1373828461620000307,3.18,4
20000199,20000626,1373831437620000199,1373831377620000626,4.28,0
20000503,20000640,1373840158620000503,1373840162620000640,3.18,4
20000403,20000686,1373847751620000403,1373848065620000686,3.62,1
20000003,20000517,1373852025620000003,1373852039620000517,4.82,1
20000497,20000901,1373867659620000497,1373867446620000901,3.1,3
20000285,20000429,1373868544620000285,1373868540620000429,3.18,4
20000271,20000633,1373873195620000271,1373873160620000633,4.0,5
20000633,20000697,1373878374620000633,1373878584620000697,1.81,0
20000496,20000685,1373877698620000496,1373877628620000685,4.63,5
20000267,20000288,1373879978620000267,1373879666620000288,3.02,3
20000084,20000085,1373889552620000084,1373889277620000085,4.25,5
20000166,20000187,1373889640620000166,1373889817620000187,3.77,3
20000116,20000431,1373896253620000116,1373896265620000431,1.51,3
20000434,20000495,1373903501620000434,1373903491620000495,3.76,5
20000500,20000674,1373911105620000500,1373911130620000674,3.1,5
20000036,20000393,1373912623620000036,1373912591620000393,1.0,2
20000007,20000483,1373916735620000007,1373916738620000483,1.25,3
20000007,20000684,1373916735620000007,1373916390620000684,4.63,0
20000483,20000684,1373916738620000483,1373916390620000684,4.0,3
20000159,20000668,1373915222620000159,1373915221620000668,0.75,1
20000326,20000509,1373919242620000326,1373919239620000509,3.02,3
20000250,20000483,1373920007620000250,1373920667620000483,1.25,0
20000380,20000601,1373927121620000380,1373927155620000601,4.28,4
20000297,20000387,1373928162620000297,1373928157620000387,4.27,5
20000665,20000675,1373929895620000665,1373929911620000675,3.76,1
20000199,20000616,1373935478620000199,1373935478620000616,4.94,0
20000037,20000136,1373946240620000037,1373946235620000136,2.26,5
20000235,20000307,1373943489620000235,1373944841620000307,3.02,2
20000142,20000472,1373961269620000142,1373961209620000472,4.6,0
20000021,20000251,1373964530620000021,1373964514620000251,4.25,1
20000021,20000393,1373964530620000021,1373964561620000393,3.62,1
20000116,20000588,1373966718620000116,1373966434620000588,2.14,1
20000159,20000486,1373968729620000159,1373968950620000486,1.81,4
20000561,20000576,1373977283620000561,1373977013620000576,4.63,0
20000005,20000066,1373977215620000005,1373976460620000066,4.52,5
20000137,20000472,1373977097620000137,1373977200620000472,4.28,2
20000137,20000625,1373977097620000137,1373977190620000625,1.25,3
20000472,20000625,1373977200620000472,1373977190620000625,3.02,5
20000472,20000671,1373977200620000472,1373977165620000671,1.25,5
20000144,20000286,1373985054620000144,1373985041620000286,4.25,2
20000128,20000258,1373988913620000128,1373988913620000258,1.0,0
20000047,20000451,1373993045620000047,1373992906620000451,4.94,4
20000557,20000611,1373992117620000557,1373992067620000611,4.25,5
20000101,20000184,1373995466620000101,1373995261620000184,3.18,5
20000319,20000624,1373994421620000319,1373994768620000624,3.36,2
20000327,20000525,1373997055620000327,1373997083620000525,4.25,2
20000243,20000250,1373997870620000243,1373997853620000250,4.25,2
20000154,20000326,1374006116620000154,1374006118620000326,1.81,2
20000436,20000686,1374010042620000436,1374010075620000686,3.76,3
20000233,20000409,1374009878620000233,1374009873620000409,1.0,5
20000554,20000561,1374012016620000554,1374012013620000561,0.75,3
20000347,20000388,1374011089620000347,1374011107620000388,2.51,3
20000051,20000423,1374013620620000051,1374013710620000423,1.25,0
20000395,20000423,1374013727620000395,1374013710620000423,4.6,2
20000431,20000611,1374013644620000431,1374013629620000611,3.0,0
20000310,20000664,1374014276620000310,1374014279620000664,4.95,3
20000010,20000514,1374017558620000010,1374017571620000514,2.51,2
20000108,20000678,1374017989620000108,1374017989620000678,1.81,0
20000572,20000633,1374041513620000572,1374041453620000633,4.28,0
20000361,20000606,1374045651620000361,1374046360620000606,3.77,4
20000107,20000431,1374048300620000107,1374048287620000431,4.6,2
20000066,20000153,1374052484620000066,1374052665620000153,3.18,1
20000467,20000681,1374056169620000467,1374056050620000681,4.0,1
20000159,20000678,1374063192620000159,1374063148620000678,4.25,1
20000174,20000419,1374066882620000174,1374066912620000419,4.6,0
20000148,20000601,1374073033620000148,1374073013620000601,4.26,5
20000073,20000252,1374076828620000073,1374077013620000252,4.82,5
20000109,20000393,1374076941620000109,1374076969620000393,4.82,2
20000502,20000671,1374080721620000502,1374080566620000671,2.47,5
20000023,20000467,1374084335620000023,1374084288620000467,4.07,2
20000075,20000463,1374088057620000075,1374088053620000463,4.82,4
20000424,20000616,1374099284620000424,1374099282620000616,2.47,2
20000601,20000684,1374105114620000601,1374105103620000684,4.82,4
20000179,20000423,1374104024620000179,1374103741620000423,1.0,2
20000009,20000450,1374106110620000009,1374106080620000450,4.28,0
20000201,20000307,1374109061620000201,1374109102620000307,2.14,4
20000136,20000424,1374112794620000136,1374112780620000424,2.14,1
20000372,20000686,1374121538620000372,1374121539620000686,3.1,1
20000166,20000432,1374130163620000166,1374130168620000432,4.6,5
20000015,20000571,1374140176620000015,1374140171620000571,3.17,5
20000009,20000578,1374141667620000009,1374141578620000578,4.63,1
20000136,20000297,1374142771620000136,1374142805620000297,3.02,4
20000158,20000518,1374148056620000158,1374148088620000518,4.27,2
20000039,20000338,1374146163620000039,1374146497620000338,2.14,4
20000495,20000497,1374148689620000495,1374148649620000497,3.62,5
20000434,20000496,1374147556620000434,1374147546620000496,3.62,5
20000434,20000669,1374147556620000434,1374147541620000669,4.6,0
20000311,20000515,1374161775620000311,1374161867620000515,3.77,2
20000621,20000697,1374166265620000621,1374166282620000697,3.01,2
20000406,20000502,1374164397620000406,1374164130620000502,3.18,3
20000199,20000381,1374168004620000199,1374168034620000381,3.36,0
20000093,20000160,1374169883620000093,1374169887620000160,4.0,4
20000606,20000617,1374170179620000606,1374169875620000617,1.25,4
20000226,20000672,1374168128620000226,1374168068620000672,4.63,0
20000101,20000173,1374173861620000101,1374173907620000173,4.25,1
20000005,20000308,1374174984620000005,1374174989620000308,3.01,5
20000077,20000160,1374175759620000077,1374175726620000160,1.25,3
20000146,20000586,1374177924620000146,1374177913620000586,3.62,4
20000160,20000424,1374180578620000160,1374180593620000424,2.14,0
20000514,20000904,1374178362620000514,1374178357620000904,1.25,5
20000640,20000663,1374190643620000640,1374190660620000663,4.52,2
20000280,20000309,1374201939620000280,1374202028620000309,2.51,1
20000554,20000624,1374206100620000554,1374206095620000624,3.76,5
20000315,20000497,1374224261620000315,1374224221620000497,3.02,5
20000233,20000463,1374224526620000233,1374224590620000463,4.07,4
20000586,20000687,1374227900620000586,1374227904620000687,4.25,4
20000364,20000588,1374234423620000364,1374234407620000588,3.18,1
